,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
375,Jammu & Kashmir,2011,11718,6139,5579,52389.486260453996,47610.513739546,49008,418228.36661546334,410,3498.8905956647895,2388,20378.904249871994,988,8431.47294760198,1860,15873.015873015873,3032,25874.7226489162,770,6571.0872162485075,1224,10445.46850998464,78,665.6426011264721,390,3328.2130056323604,572,4881.379074927462,58,494.9650110940434,0,0.0,28,238.94862604540023,22,187.74534903567164,492,4198.668714797747,0,0.0,700,5973.715651135006,2154,18381.976446492576,108,921.6589861751152,2046,17460.31746031746,338,2884.451271548046,554,4727.769243898277,3450,29441.88428059396,0,0.0,554,4727.769243898277,2810,23980.201399556237,176,1501.962792285373,5310,45314.90015360983,26514,226267.28110599078
376,Jharkhand,2011,31472,16198,15274,51467.97153024911,48532.02846975089,71676,227745.29740721913,276,876.970005083884,634,2014.4890696492118,1436,4562.785968479919,3744,11896.288764616167,2470,7848.246059989831,3456,10981.189628876462,1814,5763.853584138282,44,139.80681240467717,894,2840.620233858668,1318,4187.849517031012,166,527.4529740721912,0,0.0,618,1963.650228774784,564,1792.0691408235891,8806,27980.427046263347,12,38.12913065582105,14,44.48398576512455,1882,5979.9186578546005,562,1785.7142857142856,1320,4194.204372140315,3494,11101.931875953227,1568,4982.20640569395,9012,28634.977122521603,80,254.1942043721403,1568,4982.20640569395,4266,13554.905948144384,1228,3901.8810371123536,12756,40531.26588713777,23880,75876.97000508389
377,Karnataka,2011,59419,30140,29278,50724.515727292615,49273.801309345494,275200,463151.5171914708,462,777.5290731920766,5216,8778.336895605784,3674,6183.207391575085,20452,34419.966677325436,12272,20653.32637708477,1500,2524.4450428314176,11700,19690.67133408506,210,353.42230599639845,880,1481.0077584610983,7424,12494.31999865363,170,286.103771520894,0,0.0,428,720.3083188878978,534,898.7024352479847,42590,71677.40958279338,24,40.39112068530268,162,272.64006462579306,2790,4695.467779666436,1360,2288.830172167152,1430,2406.6376074992845,3640,6125.986637270907,1272,2140.7293963210423,19216,32339.823962032347,798,1343.0047627863141,1272,2140.7293963210423,14530,24453.457648227,4246,7145.862434574799,39668,66759.79063935779,121010,203655.3964220199
378,Kerala,2011,34563,16859,17704,48777.59453751121,51222.40546248879,344274,996076.7294505684,900,2603.9406301536324,7512,21734.22445968232,1042,3014.784596244539,2908,8413.62150276307,6002,17365.39073575789,130,376.12475768885804,10310,29829.58655209328,112,324.0459450857854,680,1967.421809449411,10754,31114.19726296907,210,607.5861470358476,0,0.0,142,410.84396609090646,30,86.79802100512109,43494,125839.77085322456,0,0.0,1146,3315.684402395625,598,1730.1738853687468,156,451.3497092266296,442,1278.8241761421173,730,2112.0851777912794,2264,6550.357318519805,6500,18806.2378844429,490,1417.701009750311,2264,6550.357318519805,21508,62228.39452593814,1482,4287.822237652981,9408,27219.85938720597,225330,651939.9357694645
379,Lakshadweep,2011,76,38,38,50000.0,50000.0,88,115789.47368421053,6,7894.736842105262,0,0.0,2,2631.578947368421,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2631.578947368421,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,7894.736842105262,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,10526.315789473683,0,0.0,0,0.0,10,13157.894736842105,0,0.0,8,10526.315789473683,54,71052.63157894737
380,Madhya Pradesh,2011,72200,37673,34527,52178.6703601108,47821.3296398892,434188,601368.4210526316,1568,2171.7451523545706,13330,18462.603878116344,4680,6481.994459833795,23190,32119.113573407205,20460,28337.950138504155,14956,20714.681440443215,3720,5152.354570637119,24,33.2409972299169,1114,1542.9362880886426,7464,10337.950138504155,278,385.0415512465374,0,0.0,236,326.8698060941828,1622,2246.537396121884,71422,98922.43767313019,90,124.65373961218836,1524,2110.803324099723,2576,3567.8670360110805,400,554.016620498615,2176,3013.850415512465,5022,6955.67867036011,6812,9434.903047091413,21638,29969.529085872575,234,324.09972299168976,6812,9434.903047091413,4160,5761.7728531855955,3904,5407.202216066482,44828,62088.64265927978,224164,310476.4542936288
381,Maharashtra,2011,112660,58844,53816,52231.49298775075,47768.50701224925,409804,363752.884786082,2510,2227.9424818036573,7588,6735.309781643885,4210,3736.907509320078,38540,34209.124800284044,32626,28959.701757500443,26048,23120.89472749867,18196,16151.251553346352,702,623.1137937156045,3766,3342.8013491922597,14272,12668.205219243742,288,255.63642819101722,0,0.0,1546,1372.2705485531687,678,601.8107580330197,59538,52847.50576957217,0,0.0,2142,1901.2959346706905,3338,2962.8972128528317,834,740.2804899698207,2504,2222.616722883011,5636,5002.662879460323,3402,3019.7053080063906,68358,60676.371382922065,582,516.5986153026806,3402,3019.7053080063906,17112,15189.06444168294,8498,7543.049884608557,106898,94885.49618320611,90228,80088.76264867744
382,Manipur,2011,2449,1235,1214,50428.7464271131,49571.25357288689,6436,262801.14332380565,198,8084.932625561454,76,3103.3074724377298,490,20008.16659861168,1106,45161.290322580644,104,4246.631278072683,4,163.33197223356473,252,10289.914250714577,24,979.9918334013884,84,3429.971416904859,78,3184.9734585545125,8,326.66394446712945,0,0.0,2,81.66598611678236,2,81.66598611678236,584,23846.46794610045,0,0.0,0,0.0,338,13801.551653736218,106,4328.297264189465,232,9473.254389546753,156,6369.946917109025,106,4328.297264189465,332,13556.553695385874,308,12576.561861984484,106,4328.297264189465,140,5716.619028174765,14,571.6619028174765,1438,58717.84401796651,2030,82890.97590853409
383,Meghalaya,2011,2621,1325,1296,50553.223960320494,49446.77603967951,5510,210225.1049217856,68,2594.4296070202213,148,5646.699732926364,102,3891.6444105303317,380,14498.283098054177,290,11064.479206409767,180,6867.60778328882,332,12666.92102251049,26,991.9877909194963,104,3967.9511636779853,42,1602.4418161007247,6,228.92025944296068,0,0.0,98,3739.0309042350245,2,76.30675314765357,394,15032.430370087752,6,228.92025944296068,2,76.30675314765357,174,6638.68752384586,100,3815.337657382678,74,2823.349866463182,340,12972.148035101105,260,9919.877909194964,1012,38611.21709271271,0,0.0,260,9919.877909194964,16,610.4540251812285,126,4807.325448302175,1392,53109.50019076688,1402,53491.033956505154
384,Mizoram,2011,1004,517,487,51494.02390438247,48505.97609561753,3642,362749.00398406375,38,3784.8605577689245,144,14342.629482071714,48,4780.876494023904,78,7768.924302788844,672,66932.27091633466,74,7370.517928286853,132,13147.410358565736,4,398.40637450199205,42,4183.266932270916,18,1792.8286852589642,16,1593.6254980079682,0,0.0,2,199.20318725099602,0,0.0,194,19322.70916334661,0,0.0,2,199.20318725099602,12,1195.219123505976,12,1195.219123505976,0,0.0,52,5179.282868525896,154,15338.645418326694,1390,138446.21513944224,0,0.0,154,15338.645418326694,0,0.0,12,1195.219123505976,1468,146215.13944223107,558,55577.68924302788
385,Nagaland,2011,2249,1180,1069,52467.76345042241,47532.23654957759,2166,96309.47087594487,4,177.85682525566918,18,800.3557136505115,86,3823.921742996887,170,7558.915073365941,146,6491.774121831925,30,1333.9261894175188,62,2756.7807914628725,10,444.64206313917293,32,1422.8546020453534,2,88.92841262783459,22,978.2125389061805,0,0.0,14,622.4988883948421,0,0.0,110,4891.062694530902,0,0.0,0,0.0,68,3023.566029346376,62,2756.7807914628725,6,266.7852378835038,92,4090.706980880391,46,2045.3534904401954,550,24455.313472654514,0,0.0,46,2045.3534904401954,2,88.92841262783459,118,5246.776345042241,720,32014.22854602045,584,25967.0964873277
386,Odisha,2011,40750,20602,20148,50557.05521472392,49442.94478527607,122554,300746.01226993866,846,2076.0736196319017,6414,15739.877300613498,3242,7955.828220858896,5972,14655.21472392638,6062,14876.073619631901,7556,18542.331288343557,2782,6826.993865030676,20,49.079754601226995,500,1226.993865030675,4640,11386.503067484662,102,250.3067484662577,0,0.0,834,2046.6257668711658,930,2282.2085889570553,15788,38743.55828220859,0,0.0,470,1153.3742331288342,2278,5590.184049079754,262,642.9447852760736,2016,4947.239263803681,2954,7249.079754601227,2224,5457.668711656442,11476,28161.963190184048,168,412.2699386503068,2224,5457.668711656442,3112,7636.809815950921,3166,7769.325153374233,17448,42817.17791411043,41018,100657.66871165644
387,Puducherry,2011,1391,730,661,52480.23005032351,47519.76994967649,8724,627174.6944644141,20,1437.8145219266714,70,5032.35082674335,44,3163.191948238677,1022,73472.32207045291,130,9345.794392523365,486,34938.892882818116,108,7764.198418404026,8,575.1258087706686,18,1294.0330697340044,20,1437.8145219266714,24,1725.3774263120056,0,0.0,10,718.9072609633357,2,143.78145219266716,1706,122645.57872034507,0,0.0,32,2300.5032350826746,24,1725.3774263120056,6,431.3443565780014,18,1294.0330697340044,64,4601.006470165349,14,1006.4701653486701,392,28181.164629762763,20,1437.8145219266714,14,1006.4701653486701,250,17972.681524083393,22,1581.5959741193385,1414,101653.48670021568,4238,304672.8971962617
388,Punjab,2011,27678,14886,12792,53782.78777368307,46217.21222631693,69766,252063.01033311654,166,599.7543175084905,564,2037.719488402341,1994,7204.277765734518,4214,15225.088517956501,4976,17978.17761398945,7152,25840.01734229352,7142,25803.887564130357,116,419.10542669268017,562,2030.4935327697087,2272,8208.685598670425,224,809.3070308548306,0,0.0,56,202.32675771370765,286,1033.3116554664355,9514,34373.8709444324,0,0.0,62,224.0046246116049,1362,4920.875785822675,328,1185.0567237517162,1034,3735.819062070959,1684,6084.254642676494,958,3461.232748030927,5354,19343.883228556977,286,1033.3116554664355,958,3461.232748030927,0,0.0,472,1705.3255293012498,9568,34568.971746513474,20350,73524.09856203484
389,Rajasthan,2011,67830,35394,32436,52180.45112781955,47819.54887218045,331244,488344.39038773405,946,1394.6631284092584,4894,7215.096564941766,3132,4617.425917735515,25132,37051.45215981129,9020,13297.950759251067,16244,23948.105558012678,34994,51590.7415597818,112,165.11867905056758,1482,2184.873949579832,24436,36025.357511425624,200,294.8547840188707,0,0.0,56,82.55933952528379,1028,1515.5535898569954,35954,53006.044523072385,0,0.0,18,26.536930561698366,6408,9447.147279964616,982,1447.7369895326551,5426,7999.410290431962,2922,4307.828394515701,3600,5307.386112339673,17066,25159.95872033024,144,212.29544449358693,3600,5307.386112339673,1502,2214.359427981719,1454,2143.59427981719,42198,62211.41088014153,140500,207135.48577325666
390,Sikkim,2011,612,325,287,53104.575163398695,46895.424836601305,1192,194771.24183006535,8,1307.1895424836603,48,7843.137254901961,14,2287.581699346405,16,2614.3790849673205,120,19607.843137254902,114,18627.450980392157,62,10130.718954248367,6,980.3921568627451,8,1307.1895424836603,8,1307.1895424836603,16,2614.3790849673205,0,0.0,0,0.0,0,0.0,150,24509.803921568626,0,0.0,0,0.0,20,3267.9738562091507,0,0.0,20,3267.9738562091507,28,4575.16339869281,32,5228.758169934641,128,20915.032679738564,0,0.0,32,5228.758169934641,50,8169.934640522876,10,1633.9869281045753,144,23529.41176470588,354,57843.137254901965
391,Tamil Nadu,2011,67444,33852,33592,50192.75250578258,49807.24749421743,385758,571967.8548128818,1412,2093.588755115355,2934,4350.275784354427,5924,8783.583417353657,9822,14563.193167665026,9696,14376.371508214223,32152,47672.14281477967,7744,11482.118498309708,550,815.4913706185873,476,705.7707134808137,3624,5373.346776585019,56,83.03184864480161,0,0.0,202,299.507739754463,304,450.74432121463735,42334,62769.11215230413,0,0.0,928,1375.956348970998,3968,5883.399561117371,482,714.666982978471,3486,5168.7325781389,3754,5566.099282367594,1354,2007.5914833046677,18026,26727.358994128463,22,32.61965482474349,1354,2007.5914833046677,6018,8922.958306150287,4132,6126.564260720005,27848,41290.55216179349,230326,341507.0280529032
392,Tripura,2011,3616,1851,1765,51189.1592920354,48810.840707964606,11606,320962.389380531,116,3207.9646017699115,588,16261.061946902655,150,4148.230088495576,118,3263.274336283186,454,12555.309734513274,28,774.3362831858407,198,5475.66371681416,18,497.78761061946904,108,2986.7256637168143,1404,38827.433628318584,0,0.0,0,0.0,22,608.4070796460177,60,1659.2920353982302,2680,74115.0442477876,0,0.0,18,497.78761061946904,308,8517.699115044246,76,2101.7699115044247,232,6415.929203539823,326,9015.486725663717,410,11338.495575221239,870,24059.734513274336,0,0.0,410,11338.495575221239,350,9679.20353982301,100,2765.486725663717,988,27323.008849557522,3280,90707.96460176991
393,Uttar Pradesh,2011,200764,105798,94966,52697.69480584169,47302.30519415832,390270,194392.4209519635,954,475.1847940865892,6910,3441.852124882947,9306,4635.2931800522,42726,21281.70389113586,11530,5743.061505050706,28760,14325.27744017852,19882,9903.169891016318,540,268.97252495467313,7442,3706.839871690144,14242,7093.901297045287,2908,1448.4668566077582,0,0.0,758,377.55772947341154,4644,2313.163714610189,24468,12187.443964057302,0,0.0,6,2.9885836106074795,17000,8467.65356338786,1950,971.2896734474308,15050,7496.363889940427,9902,4932.15915203921,4084,2034.2292442868243,30640,15261.70030483553,78,38.85158693789723,4084,2034.2292442868243,10044,5002.88896415692,6296,3136.020402064115,73366,36543.404195971394,137150,68314.04036580263
394,Uttarakhand,2011,9943,5072,4871,51010.76133963592,48989.23866036408,17548,176485.97002916623,34,341.9491099265815,232,2333.2998089107914,378,3801.6695162425826,1680,16896.308961078146,684,6879.211505581817,1392,13999.798853464748,1038,10439.505179523283,52,522.9809916524188,230,2313.1851553856986,614,6175.19863220356,108,1086.1912903550235,0,0.0,26,261.4904958262094,166,1669.5162425827216,1704,17137.68480337926,0,0.0,144,1448.2550538066982,628,6316.001206879211,62,623.554259277884,566,5692.446947601327,356,3580.4083274665595,258,2594.790304737001,2506,25203.66086694157,2,20.11465352509303,258,2594.790304737001,802,8065.976063562305,358,3600.5229809916523,4186,42099.96982801971,4156,41798.250025143316
395,West Bengal,2011,89499,46045,43454,51447.50220672857,48552.49779327143,286394,319996.8714734243,826,922.9153398361993,4726,5280.50592744053,4484,5010.111844825082,9284,10373.300260338105,910,1016.7711371076771,6498,7260.416317500753,8342,9320.774533793674,414,462.57500083799823,2528,2824.6125655035253,39544,44183.73389646812,972,1086.045654141387,0,0.0,472,527.3801941921139,1020,1139.6775382965172,26188,29260.66213030313,0,0.0,400,446.93236795941857,8570,9575.525983530542,1148,1282.6958960435313,7422,8292.830087487011,4218,4712.901820132069,4726,5280.50592744053,33608,37551.257555950346,1878,2098.34746756947,4726,5280.50592744053,12038,13450.429613738701,1520,1698.3429982457903,42892,47924.55781628845,113228,126513.14539827261
396,A&N Islands,2012,507,266,241,52465.483234714,47534.516765286,1366,269428.00788954634,8,1577.9092702169626,34,6706.11439842209,6,1183.4319526627219,0,0.0,142,28007.889546351085,12,2366.8639053254437,62,12228.79684418146,2,394.47731755424064,10,1972.3865877712033,10,1972.3865877712033,0,0.0,0,0.0,10,1972.3865877712033,4,788.9546351084813,124,24457.59368836292,0,0.0,8,1577.9092702169626,16,3155.818540433925,2,394.47731755424064,14,2761.341222879684,30,5917.159763313609,24,4733.7278106508875,142,28007.889546351085,0,0.0,24,4733.7278106508875,16,3155.818540433925,4,788.9546351084813,142,28007.889546351085,702,138461.53846153847
397,Andhra Pradesh,2012,85491,42974,42517,50267.27959668269,49732.72040331731,385044,450391.2692564129,1960,2292.6389912388436,9632,11266.683042659462,4366,5106.970324361629,16072,18799.63972815852,16884,19749.447310243184,27858,32585.886233638626,22004,25738.38181796914,520,608.2511609409178,2542,2973.4124059842557,26778,31322.595360915184,316,369.6295516487116,0,0.0,262,306.46500801253933,1008,1179.0714812085482,113536,132804.62270882315,0,0.0,7428,8688.633891286803,3740,4374.729503690447,934,1092.5126621515717,2806,3282.2168415388755,5434,6356.224631832591,2682,3137.172333929887,38878,45476.13199050192,2,2.339427542080453,2682,3137.172333929887,3756,4393.444924027091,1336,1562.7375981097425,54950,64275.77171866045,78050,91296.15982968967
398,Arunachal Pradesh,2012,1255,661,594,52669.322709163345,47330.677290836655,4840,385657.3705179283,66,5258.964143426295,134,10677.290836653387,58,4621.5139442231075,190,15139.442231075698,430,34262.948207171314,188,14980.0796812749,170,13545.816733067728,2,159.3625498007968,110,8764.940239043824,52,4143.426294820717,2,159.3625498007968,0,0.0,40,3187.2509960159364,2,159.3625498007968,876,69800.796812749,0,0.0,4,318.7250996015936,164,13067.72908366534,48,3824.7011952191233,116,9243.027888446215,146,11633.466135458168,92,7330.677290836653,614,48924.30278884462,0,0.0,92,7330.677290836653,56,4462.151394422311,130,10358.565737051793,804,64063.745019920316,1314,104701.19521912352
399,Assam,2012,30945,15883,15061,51326.547099693,48670.22136047827,155364,502064.9539505574,5660,18290.51543060268,3680,11892.066569720471,1340,4330.263370496042,5440,17579.576668282436,7650,24721.27968977218,5130,16577.799321376635,3410,11019.550815963807,122,394.24785910486344,2556,8259.815802229763,12814,41408.95136532558,108,349.006301502666,0,0.0,532,1719.1791888835032,280,904.831152043949,13352,43147.51979318145,4,12.926159314913555,10,32.31539828728389,7624,24637.25965422524,904,2921.3120051704636,6720,21715.947649054775,2736,8841.492971400872,3432,11090.64469219583,13348,43134.593633866534,14,45.241557602197446,3432,11090.64469219583,10154,32813.05542090806,1814,5862.013249313298,18788,60714.170302148974,54154,175000.80788495718
400,Bihar,2012,99020,51282,47738,51789.53746717835,48210.46253282165,293228,296130.0747323773,1598,1613.8153908301354,236,238.3356897596445,10904,11011.916784487983,12808,12934.760654413249,7516,7590.385780650373,9262,9353.66592607554,7866,7943.849727327812,80,80.79175924055745,3300,3332.6600686729957,7372,7444.960614017371,570,575.6412845889719,0,0.0,1080,1090.6887497475257,2550,2575.2373257927693,91654,92561.09876792568,8,8.079175924055747,74,74.73237729751565,9614,9709.149666733992,2036,2056.1502726721874,7578,7652.999394061806,7132,7202.585336295699,1854,1872.3490203999193,22526,22748.93960815997,108,109.06887497475257,1854,1872.3490203999193,21742,21957.180367602505,2532,2557.0591799636436,35334,35683.70026257322,70842,71543.12260149464
401,Chandigarh,2012,1508,876,632,58090.18567639257,41909.814323607425,7212,478249.33687002654,18,1193.6339522546418,90,5968.16976127321,88,5835.543766578249,1788,118567.63925729443,470,31167.108753315646,6,397.87798408488067,468,31034.482758620692,4,265.2519893899204,68,4509.283819628647,146,9681.697612732096,10,663.1299734748011,0,0.0,6,397.87798408488067,10,663.1299734748011,84,5570.291777188329,0,0.0,50,3315.6498673740057,174,11538.461538461539,42,2785.1458885941647,132,8753.315649867374,42,2785.1458885941647,54,3580.901856763926,1310,86870.02652519893,18,1193.6339522546418,54,3580.901856763926,98,6498.67374005305,126,8355.437665782494,3098,205437.66578249336,2084,138196.28647214855
402,Chhattisgarh,2012,24585,12341,12244,50197.27476103315,49802.72523896685,109196,444157.00630465726,660,2684.5637583892617,3202,13024.201749033964,1186,4824.079723408582,4716,19182.428309945088,6668,27122.22900142363,5776,23494.000406752086,1850,7524.913565182022,106,431.1572096806996,340,1382.9570876550742,1960,7972.340858246898,52,211.51108399430547,0,0.0,128,520.642668293675,162,658.9383770591825,21710,88305.87756762253,0,0.0,324,1317.876754118365,900,3660.7687614399024,200,813.5041692088672,700,2847.2645922310353,1996,8118.771608704495,2068,8411.633109619686,5966,24266.829367500508,8,32.54016676835469,2068,8411.633109619686,1820,7402.887939800691,824,3351.6371771405334,10682,43449.257677445596,46774,190254.2200528778
403,D&N Haveli,2012,370,201,169,54324.32432432433,45675.67567567567,636,171891.8918918919,24,6486.486486486487,4,1081.081081081081,4,1081.081081081081,72,19459.45945945946,44,11891.891891891892,46,12432.432432432433,8,2162.162162162162,0,0.0,20,5405.405405405406,0,0.0,0,0.0,0,0.0,4,1081.081081081081,0,0.0,50,13513.513513513515,0,0.0,0,0.0,26,7027.0270270270275,8,2162.162162162162,18,4864.864864864865,14,3783.783783783784,6,1621.6216216216217,64,17297.297297297297,0,0.0,6,1621.6216216216217,22,5945.945945945946,4,1081.081081081081,136,36756.75675675676,224,60540.54054054055
404,Daman & Diu,2012,281,184,97,65480.42704626334,34519.57295373666,478,170106.7615658363,22,7829.1814946619215,0,0.0,10,3558.718861209965,84,29893.2384341637,52,18505.338078291814,76,27046.26334519573,16,5693.9501779359425,0,0.0,12,4270.462633451957,6,2135.2313167259786,0,0.0,0,0.0,2,711.7437722419928,0,0.0,34,12099.64412811388,0,0.0,0,0.0,6,2135.2313167259786,6,2135.2313167259786,0,0.0,6,2135.2313167259786,10,3558.718861209965,26,9252.669039145907,0,0.0,10,3558.718861209965,18,6405.693950177936,6,2135.2313167259786,110,39145.90747330961,92,32740.21352313167
405,Delhi UT,2012,18983,10518,8465,55407.46984143707,44592.53015856293,108574,571953.8534478217,158,832.3236580097984,1454,7659.484802191434,878,4625.1909603329295,28782,151619.87041036718,3430,18068.79839856714,1826,9619.132908391719,4982,26244.53458357478,122,642.6802928936416,682,3592.6881947005218,3970,20913.44887530949,164,863.9308855291578,0,0.0,56,295.000790180688,268,1411.7894958647212,3494,18405.94215877364,0,0.0,416,2191.4344413422536,7940,41826.89775061898,3620,19069.69393668019,4320,22757.203813938788,1042,5489.121845862087,1412,7438.234209555919,15282,80503.60849180847,26,136.96465258389085,1412,7438.234209555919,158,832.3236580097984,1216,6405.7314439235115,44064,232123.47890217564,30816,162334.72053943
406,Goa,2012,1817,956,862,52614.19922949917,47440.83654375344,7216,397138.1397908641,68,3742.4325811777653,98,5393.505778756191,70,3852.504127682994,600,33021.46395156852,712,39185.47055586131,466,25646.67033571822,410,22564.667033571823,32,1761.1447440836544,128,7044.578976334617,48,2641.7171161254814,6,330.2146395156852,0,0.0,12,660.4292790313704,0,0.0,532,29279.031370390756,0,0.0,32,1761.1447440836544,48,2641.7171161254814,16,880.5723720418272,32,1761.1447440836544,90,4953.219592735278,110,6053.935057787562,1230,67694.00110071547,0,0.0,110,6053.935057787562,244,13428.728673637866,50,2751.78866263071,1830,100715.465052284,2230,122729.77435332966
407,Gujarat,2012,59800,31440,28359,52575.2508361204,47423.07692307692,260242,435187.2909698996,564,943.14381270903,1490,2491.638795986622,1114,1862.876254180602,18114,30290.969899665553,9390,15702.341137123745,11146,18638.795986622074,2722,4551.8394648829435,432,722.4080267558528,2480,4147.157190635452,13316,22267.558528428093,86,143.81270903010034,0,0.0,574,959.8662207357859,42,70.23411371237458,20468,34227.42474916388,0,0.0,186,311.03678929765886,3440,5752.508361204013,386,645.484949832776,3054,5107.023411371237,2252,3765.886287625418,946,1581.9397993311036,13790,23060.200668896323,38,63.545150501672246,946,1581.9397993311036,3516,5879.598662207358,2732,4568.561872909699,31904,53351.170568561865,151404,253183.94648829428
408,Haryana,2012,25854,13985,11869,54092.21010288543,45907.78989711456,124960,483329.4654598902,382,1477.5276552951186,1050,4061.267115339986,1820,7039.529666589308,25958,100402.25883809081,10258,39676.64578015007,2968,11479.848379361027,3596,13908.872901678656,40,154.71493772723758,1480,5724.452695907789,6274,24267.037982517213,136,526.0307882726077,0,0.0,408,1578.0923648178232,516,1995.8226966813645,6554,25350.042546607878,0,0.0,868,3357.314148681055,2698,10435.522549702175,898,3473.3503519764836,1800,6962.17219772569,1982,7666.125164384621,1336,5167.478920089735,9222,35669.52889301462,352,1361.4914519996905,1336,5167.478920089735,2848,11015.703566179314,1422,5500.116036203295,35180,136071.78773110543,42792,165514.04038059874
409,Himachal Pradesh,2012,6856,3505,3351,51123.10385064177,48876.89614935823,25114,366306.8844807468,262,3821.47024504084,500,7292.882147024504,106,1546.0910151691949,530,7730.455075845974,1856,27071.178529754958,1124,16394.399066511083,746,10880.98016336056,2,29.171528588098013,274,3996.499416569428,502,7322.053675612603,18,262.54375729288216,0,0.0,2,29.171528588098013,4,58.34305717619603,2346,34218.203033838974,0,0.0,136,1983.6639439906653,344,5017.502917152859,40,583.4305717619603,304,4434.072345390899,226,3296.382730455076,366,5338.389731621937,1008,14702.450408401399,0,0.0,366,5338.389731621937,988,14410.735122520422,20,291.71528588098016,1538,22432.905484247374,13754,200612.60210035008
410,India,2012,1208116,625446,582670,51770.35979988677,48229.64020011323,4774376,395191.8524380109,23672,1959.414493310245,90702,7507.722768343438,70276,5816.991083637664,308702,25552.347622248195,185784,15377.993503935053,215182,17811.369106940063,188406,15595.025643232935,4702,389.20103698651457,35802,2963.4571514655877,213054,17635.22708084323,7240,599.2802015700479,2,0.16554701700830052,8628,714.1698313738085,16466,1362.9485910293383,664648,55015.246880266466,118,9.767274003489732,18346,1518.5627870171406,95184,7878.713633459039,18660,1544.5536686874439,76524,6334.159964771595,68868,5700.445983663821,49844,4125.762757880866,366112,30304.37474547146,6198,513.0302057087233,49846,4125.928304897874,149266,12355.270520380493,54686,4526.552086057961,674814,55856.72236771966,1932488,159958.81190216835
411,Jammu & Kashmir,2012,11865,6211,5654,52347.239780868105,47652.7602191319,49216,414799.8314369996,380,3202.6970080067426,2644,22284.028655710074,1022,8613.569321533923,1114,9388.9591234724,2790,23514.538558786346,742,6253.687315634218,1224,10316.055625790139,34,286.5571007163927,326,2747.5769068689424,602,5073.746312684366,32,269.700800674252,0,0.0,12,101.1378002528445,16,134.850400337126,644,5427.728613569321,0,0.0,694,5849.13611462284,2186,18423.935946059843,104,876.527602191319,2082,17547.40834386852,248,2090.181205225453,606,5107.458912768648,2930,24694.4795617362,0,0.0,606,5107.458912768648,2800,23598.82005899705,162,1365.3603034134007,4044,34083.438685208595,28008,236055.62579013908
